model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,size1,size2,size3,date
-leader-filters.7,26302351,91692858,ufscc,16,296.382,-1,-1,-1,26302351,26302351,0,0,2019-11-05.14:42:31
livej,4847571,68993773,ufscc,16,511.738,-1,-1,-1,971232,947776,16875,3280,2019-11-05.14:42:34
patent,3774768,16518948,ufscc,16,121.913,-1,-1,-1,3774768,3774768,0,0,2019-11-05.14:42:35
pokec,1632804,30622564,ufscc,16,233.481,-1,-1,-1,325893,323799,1904,151,2019-11-05.14:42:36
random,10000001,100000000,ufscc,16,1752.459,-1,-1,-1,877,876,0,0,2019-11-05.14:42:42
rmat,9999994,100000000,ufscc,16,1646.195,-1,-1,-1,2247072,2247071,0,0,2019-11-05.14:42:47
ssca2,1048577,157877986,ufscc,16,291.578,-1,-1,-1,31,29,1,0,2019-11-05.14:42:51
wiki_link_en,12150977,378142420,ufscc,16,1456.5,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.14:43:03
wiki-links,5710993,130160392,ufscc,16,705.636,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.14:43:08
wiki_talk_en,2987536,24981163,ufscc,16,135.433,-1,-1,-1,2736716,2735641,992,58,2019-11-05.14:43:10
youtube-links,1138500,4942297,ufscc,16,53.998,-1,-1,-1,613423,602053,8696,1709,2019-11-05.14:43:11
baidu,2141301,17794839,tarjan,1,414.869,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.14:43:12
-bakery.6,11845035,40400559,tarjan,1,889.647,-1,-1,-1,2636212,2636197,0,0,2019-11-05.14:43:14
-cambridge.6,3354295,9483191,tarjan,1,157.837,-1,-1,-1,8413,8412,0,0,2019-11-05.14:43:15
dbpedia,3966925,13820853,tarjan,1,268.145,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.14:43:16
dbpedia-link,18268993,172183984,tarjan,1,4645.822,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.14:43:27
-leader-filters.7,26302351,91692858,tarjan,1,927.487,-1,-1,-1,26302351,26302351,0,0,2019-11-05.14:43:31
livej,4847571,68993773,tarjan,1,2356.906,-1,-1,-1,971232,947776,16875,3280,2019-11-05.14:43:36
patent,3774768,16518948,tarjan,1,800.669,-1,-1,-1,3774768,3774768,0,0,2019-11-05.14:43:37
pokec,1632804,30622564,tarjan,1,1072.694,-1,-1,-1,325893,323799,1904,151,2019-11-05.14:43:40
random,10000001,100000000,tarjan,1,8486.878,-1,-1,-1,877,876,0,0,2019-11-05.14:43:52
rmat,9999994,100000000,tarjan,1,15749.602,-1,-1,-1,2247072,2247071,0,0,2019-11-05.14:44:12
ssca2,1048577,157877986,tarjan,1,875.097,-1,-1,-1,31,29,1,0,2019-11-05.14:44:17
wiki_link_en,12150977,378142420,tarjan,1,6972.562,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.14:44:36
wiki-links,5710993,130160392,tarjan,1,3721.662,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.14:44:43
wiki_talk_en,2987536,24981163,tarjan,1,421.916,-1,-1,-1,2736716,2735641,992,58,2019-11-05.14:44:46
youtube-links,1138500,4942297,tarjan,1,185.773,-1,-1,-1,613423,602053,8696,1709,2019-11-05.14:44:46
baidu,2141301,17794839,fasttrim,1,99.549,598975,-1,598975,0,0,0,0,2019-11-05.14:44:47
-bakery.6,11845035,40400559,fasttrim,1,496.588,2636196,-1,2636196,0,0,0,0,2019-11-05.14:44:50
-cambridge.6,3354295,9483191,fasttrim,1,150.303,8412,-1,8412,0,0,0,0,2019-11-05.14:44:50
dbpedia,3966925,13820853,fasttrim,1,142.988,1437127,-1,1437127,0,0,0,0,2019-11-05.14:44:51
dbpedia-link,18268993,172183984,fasttrim,1,1141.662,8143619,-1,8143619,0,0,0,0,2019-11-05.14:44:58
-leader-filters.7,26302351,91692858,fasttrim,1,746.271,26302351,-1,26302351,0,0,0,0,2019-11-05.14:45:03
livej,4847571,68993773,fasttrim,1,394.173,592952,-1,592952,0,0,0,0,2019-11-05.14:45:05
patent,3774768,16518948,fasttrim,1,1348.44,3774768,-1,3774768,0,0,0,0,2019-11-05.14:45:07
pokec,1632804,30622564,fasttrim,1,126.599,212042,-1,212042,0,0,0,0,2019-11-05.14:45:09
random,10000001,100000000,fasttrim,1,1097.822,455,-1,455,0,0,0,0,2019-11-05.14:45:14
rmat,9999994,100000000,fasttrim,1,1058.932,2203713,-1,2203713,0,0,0,0,2019-11-05.14:45:19
ssca2,1048577,157877986,fasttrim,1,123.169,11,-1,11,0,0,0,0,2019-11-05.14:45:23
wiki_link_en,12150977,378142420,fasttrim,1,1004.478,37102,-1,37102,0,0,0,0,2019-11-05.14:45:36
wiki-links,5710993,130160392,fasttrim,1,466.019,7415,-1,7415,0,0,0,0,2019-11-05.14:45:40
wiki_talk_en,2987536,24981163,fasttrim,1,43.199,2611598,-1,2611598,0,0,0,0,2019-11-05.14:45:43
youtube-links,1138500,4942297,fasttrim,1,40.286,600414,-1,600414,0,0,0,0,2019-11-05.14:45:43
baidu,2141301,17794839,trim,1,185.068,598975,9,598975,598975,598975,0,0,2019-11-05.14:45:44
-bakery.6,11845035,40400559,trim,1,3204.084,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.14:45:49
-cambridge.6,3354295,9483191,trim,1,920.779,8412,65,8412,8412,8412,0,0,2019-11-05.14:45:50
dbpedia,3966925,13820853,trim,1,3204.17,1437127,116,1437127,1437127,1437127,0,0,2019-11-05.14:45:54
dbpedia-link,18268993,172183984,trim,1,1038.831,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.14:46:01
-leader-filters.7,26302351,91692858,trim,1,3854.554,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.14:46:09
livej,4847571,68993773,trim,1,548.711,592952,8,592952,592952,592952,0,0,2019-11-05.14:46:12
patent,3774768,16518948,trim,1,602.011,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.14:46:13
pokec,1632804,30622564,trim,1,101.446,212042,5,212042,212042,212042,0,0,2019-11-05.14:46:14
random,10000001,100000000,trim,1,350.624,455,2,455,455,455,0,0,2019-11-05.14:46:19
rmat,9999994,100000000,trim,1,936.23,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.14:46:24
ssca2,1048577,157877986,trim,1,42.355,11,2,11,11,11,0,0,2019-11-05.14:46:28
wiki_link_en,12150977,378142420,trim,1,24113.761,37102,4,37102,37102,37102,0,0,2019-11-05.14:47:03
wiki-links,5710993,130160392,trim,1,380.377,7415,4,7415,7415,7415,0,0,2019-11-05.14:47:08
wiki_talk_en,2987536,24981163,trim,1,51.886,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.14:47:10
youtube-links,1138500,4942297,trim,1,37.562,600414,6,600414,600414,600414,0,0,2019-11-05.14:47:10
baidu,2141301,17794839,ufscc,1,1058.935,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.14:47:12
-bakery.6,11845035,40400559,ufscc,1,2525.15,-1,-1,-1,2636212,2636197,0,0,2019-11-05.14:47:16
-cambridge.6,3354295,9483191,ufscc,1,584.712,-1,-1,-1,8413,8412,0,0,2019-11-05.14:47:17
dbpedia,3966925,13820853,ufscc,1,582.276,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.14:47:19
dbpedia-link,18268993,172183984,ufscc,1,10776.342,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.14:47:35
-leader-filters.7,26302351,91692858,ufscc,1,1855.505,-1,-1,-1,26302351,26302351,0,0,2019-11-05.14:47:41
livej,4847571,68993773,ufscc,1,5675.199,-1,-1,-1,971232,947776,16875,3280,2019-11-05.14:47:49
patent,3774768,16518948,ufscc,1,1299.413,-1,-1,-1,3774768,3774768,0,0,2019-11-05.14:47:51
pokec,1632804,30622564,ufscc,1,2734.698,-1,-1,-1,325893,323799,1904,151,2019-11-05.14:47:55
random,10000001,100000000,ufscc,1,18172.282,-1,-1,-1,877,876,0,0,2019-11-05.14:48:17
rmat,9999994,100000000,ufscc,1,16132.735,-1,-1,-1,2247072,2247071,0,0,2019-11-05.14:48:37
ssca2,1048577,157877986,ufscc,1,2718.007,-1,-1,-1,31,29,1,0,2019-11-05.14:48:44
wiki_link_en,12150977,378142420,ufscc,1,17459.993,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.14:49:13
wiki-links,5710993,130160392,ufscc,1,8384.022,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.14:49:26
wiki_talk_en,2987536,24981163,ufscc,1,998.656,-1,-1,-1,2736716,2735641,992,58,2019-11-05.14:49:29
youtube-links,1138500,4942297,ufscc,1,440.089,-1,-1,-1,613423,602053,8696,1709,2019-11-05.14:49:29
baidu,2141301,17794839,fasttrim,2,52.953,598975,-1,598975,0,0,0,0,2019-11-05.14:49:30
-bakery.6,11845035,40400559,fasttrim,2,295.646,2636196,-1,2636196,0,0,0,0,2019-11-05.14:49:32
-cambridge.6,3354295,9483191,fasttrim,2,77.131,8412,-1,8412,0,0,0,0,2019-11-05.14:49:33
dbpedia,3966925,13820853,fasttrim,2,74.303,1437127,-1,1437127,0,0,0,0,2019-11-05.14:49:33
dbpedia-link,18268993,172183984,fasttrim,2,624.171,8143619,-1,8143619,0,0,0,0,2019-11-05.14:49:40
-leader-filters.7,26302351,91692858,fasttrim,2,962.137,26302351,-1,26302351,0,0,0,0,2019-11-05.14:49:44
livej,4847571,68993773,fasttrim,2,222.534,592952,-1,592952,0,0,0,0,2019-11-05.14:49:47
patent,3774768,16518948,fasttrim,2,703.63,3774768,-1,3774768,0,0,0,0,2019-11-05.14:49:48
pokec,1632804,30622564,fasttrim,2,59.568,212042,-1,212042,0,0,0,0,2019-11-05.14:49:49
random,10000001,100000000,fasttrim,2,660.708,455,-1,455,0,0,0,0,2019-11-05.14:49:54
rmat,9999994,100000000,fasttrim,2,571.85,2203713,-1,2203713,0,0,0,0,2019-11-05.14:49:58
ssca2,1048577,157877986,fasttrim,2,67.573,11,-1,11,0,0,0,0,2019-11-05.14:50:03
wiki_link_en,12150977,378142420,fasttrim,2,515.227,37102,-1,37102,0,0,0,0,2019-11-05.14:50:14
wiki-links,5710993,130160392,fasttrim,2,236.153,7415,-1,7415,0,0,0,0,2019-11-05.14:50:18
wiki_talk_en,2987536,24981163,fasttrim,2,22.575,2611598,-1,2611598,0,0,0,0,2019-11-05.14:50:20
youtube-links,1138500,4942297,fasttrim,2,21.662,600414,-1,600414,0,0,0,0,2019-11-05.14:50:21
baidu,2141301,17794839,trim,2,103.957,598975,9,598975,598975,598975,0,0,2019-11-05.14:50:21
-bakery.6,11845035,40400559,trim,2,1915.786,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.14:50:25
-cambridge.6,3354295,9483191,trim,2,576.766,8412,65,8412,8412,8412,0,0,2019-11-05.14:50:26
dbpedia,3966925,13820853,trim,2,1841.054,1437127,114,1437127,1437127,1437127,0,0,2019-11-05.14:50:28
dbpedia-link,18268993,172183984,trim,2,542.79,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.14:50:35
-leader-filters.7,26302351,91692858,trim,2,2611.884,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.14:50:41
livej,4847571,68993773,trim,2,302.655,592952,8,592952,592952,592952,0,0,2019-11-05.14:50:43
patent,3774768,16518948,trim,2,329.743,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.14:50:44
pokec,1632804,30622564,trim,2,57.061,212042,5,212042,212042,212042,0,0,2019-11-05.14:50:45
random,10000001,100000000,trim,2,195.517,455,2,455,455,455,0,0,2019-11-05.14:50:50
rmat,9999994,100000000,trim,2,516.463,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.14:50:54
ssca2,1048577,157877986,trim,2,22.968,11,2,11,11,11,0,0,2019-11-05.14:50:58
wiki_link_en,12150977,378142420,trim,2,388.707,37102,4,37102,37102,37102,0,0,2019-11-05.14:51:09
wiki-links,5710993,130160392,trim,2,212.124,7415,4,7415,7415,7415,0,0,2019-11-05.14:51:14
wiki_talk_en,2987536,24981163,trim,2,33.8,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.14:51:16
youtube-links,1138500,4942297,trim,2,21.549,600414,6,600414,600414,600414,0,0,2019-11-05.14:51:16
baidu,2141301,17794839,ufscc,2,544.577,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.14:51:17
-bakery.6,11845035,40400559,ufscc,2,1425.465,-1,-1,-1,2636212,2636197,0,0,2019-11-05.14:51:20
-cambridge.6,3354295,9483191,ufscc,2,285.793,-1,-1,-1,8413,8412,0,0,2019-11-05.14:51:21
dbpedia,3966925,13820853,ufscc,2,300.049,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.14:51:22
dbpedia-link,18268993,172183984,ufscc,2,5946.446,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.14:51:34
-leader-filters.7,26302351,91692858,ufscc,2,1080.648,-1,-1,-1,26302351,26302351,0,0,2019-11-05.14:51:38
livej,4847571,68993773,ufscc,2,3090.244,-1,-1,-1,971232,947776,16875,3280,2019-11-05.14:51:44
patent,3774768,16518948,ufscc,2,673.608,-1,-1,-1,3774768,3774768,0,0,2019-11-05.14:51:45
pokec,1632804,30622564,ufscc,2,1513.965,-1,-1,-1,325893,323799,1904,151,2019-11-05.14:51:47
random,10000001,100000000,ufscc,2,10672.864,-1,-1,-1,877,876,0,0,2019-11-05.14:52:02
rmat,9999994,100000000,ufscc,2,8553.66,-1,-1,-1,2247072,2247071,0,0,2019-11-05.14:52:15
ssca2,1048577,157877986,ufscc,2,1427.319,-1,-1,-1,31,29,1,0,2019-11-05.14:52:20
wiki_link_en,12150977,378142420,ufscc,2,9345.321,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.14:52:40
wiki-links,5710993,130160392,ufscc,2,4629.18,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.14:52:49
wiki_talk_en,2987536,24981163,ufscc,2,527.91,-1,-1,-1,2736716,2735641,992,58,2019-11-05.14:52:52
youtube-links,1138500,4942297,ufscc,2,256.465,-1,-1,-1,613423,602053,8696,1709,2019-11-05.14:52:52
baidu,2141301,17794839,fasttrim,4,28.463,598975,-1,598975,0,0,0,0,2019-11-05.14:52:53
-bakery.6,11845035,40400559,fasttrim,4,157.06,2636196,-1,2636196,0,0,0,0,2019-11-05.14:52:55
-cambridge.6,3354295,9483191,fasttrim,4,42.507,8412,-1,8412,0,0,0,0,2019-11-05.14:52:55
dbpedia,3966925,13820853,fasttrim,4,42.287,1437127,-1,1437127,0,0,0,0,2019-11-05.14:52:56
dbpedia-link,18268993,172183984,fasttrim,4,326.272,8143619,-1,8143619,0,0,0,0,2019-11-05.14:53:02
-leader-filters.7,26302351,91692858,fasttrim,4,385.399,26302351,-1,26302351,0,0,0,0,2019-11-05.14:53:06
livej,4847571,68993773,fasttrim,4,118.001,592952,-1,592952,0,0,0,0,2019-11-05.14:53:08
patent,3774768,16518948,fasttrim,4,378.088,3774768,-1,3774768,0,0,0,0,2019-11-05.14:53:09
pokec,1632804,30622564,fasttrim,4,28.368,212042,-1,212042,0,0,0,0,2019-11-05.14:53:10
random,10000001,100000000,fasttrim,4,343.736,455,-1,455,0,0,0,0,2019-11-05.14:53:14
rmat,9999994,100000000,fasttrim,4,308.897,2203713,-1,2203713,0,0,0,0,2019-11-05.14:53:18
ssca2,1048577,157877986,fasttrim,4,35.358,11,-1,11,0,0,0,0,2019-11-05.14:53:23
wiki_link_en,12150977,378142420,fasttrim,4,278.559,37102,-1,37102,0,0,0,0,2019-11-05.14:53:33
wiki-links,5710993,130160392,fasttrim,4,125.513,7415,-1,7415,0,0,0,0,2019-11-05.14:53:37
wiki_talk_en,2987536,24981163,fasttrim,4,14.338,2611598,-1,2611598,0,0,0,0,2019-11-05.14:53:40
youtube-links,1138500,4942297,fasttrim,4,12.285,600414,-1,600414,0,0,0,0,2019-11-05.14:53:40
baidu,2141301,17794839,trim,4,57.476,598975,9,598975,598975,598975,0,0,2019-11-05.14:53:41
-bakery.6,11845035,40400559,trim,4,1167.269,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.14:53:43
-cambridge.6,3354295,9483191,trim,4,342.773,8412,65,8412,8412,8412,0,0,2019-11-05.14:53:44
dbpedia,3966925,13820853,trim,4,950.818,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.14:53:46
dbpedia-link,18268993,172183984,trim,4,304.018,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.14:53:52
-leader-filters.7,26302351,91692858,trim,4,1677.44,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.14:53:57
livej,4847571,68993773,trim,4,177.445,592952,8,592952,592952,592952,0,0,2019-11-05.14:53:59
patent,3774768,16518948,trim,4,178.516,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.14:54:00
pokec,1632804,30622564,trim,4,37.474,212042,5,212042,212042,212042,0,0,2019-11-05.14:54:01
random,10000001,100000000,trim,4,108.063,455,2,455,455,455,0,0,2019-11-05.14:54:05
rmat,9999994,100000000,trim,4,296.488,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.14:54:09
ssca2,1048577,157877986,trim,4,12.94,11,2,11,11,11,0,0,2019-11-05.14:54:13
wiki_link_en,12150977,378142420,trim,4,226.077,37102,4,37102,37102,37102,0,0,2019-11-05.14:54:24
wiki-links,5710993,130160392,trim,4,122.436,7415,4,7415,7415,7415,0,0,2019-11-05.14:54:28
wiki_talk_en,2987536,24981163,trim,4,20.485,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.14:54:30
youtube-links,1138500,4942297,trim,4,13.306,600414,6,600414,600414,600414,0,0,2019-11-05.14:54:31
baidu,2141301,17794839,ufscc,4,302.4,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.14:54:32
-bakery.6,11845035,40400559,ufscc,4,854.092,-1,-1,-1,2636212,2636197,0,0,2019-11-05.14:54:34
-cambridge.6,3354295,9483191,ufscc,4,174.683,-1,-1,-1,8413,8412,0,0,2019-11-05.14:54:35
dbpedia,3966925,13820853,ufscc,4,164.219,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.14:54:35
dbpedia-link,18268993,172183984,ufscc,4,3060.466,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.14:54:44
-leader-filters.7,26302351,91692858,ufscc,4,626.924,-1,-1,-1,26302351,26302351,0,0,2019-11-05.14:54:48
livej,4847571,68993773,ufscc,4,1699.123,-1,-1,-1,971232,947776,16875,3280,2019-11-05.14:54:52
patent,3774768,16518948,ufscc,4,361.718,-1,-1,-1,3774768,3774768,0,0,2019-11-05.14:54:53
pokec,1632804,30622564,ufscc,4,841.166,-1,-1,-1,325893,323799,1904,151,2019-11-05.14:54:55
random,10000001,100000000,ufscc,4,5595.449,-1,-1,-1,877,876,0,0,2019-11-05.14:55:04
rmat,9999994,100000000,ufscc,4,5471.583,-1,-1,-1,2247072,2247071,0,0,2019-11-05.14:55:14
ssca2,1048577,157877986,ufscc,4,814.165,-1,-1,-1,31,29,1,0,2019-11-05.14:55:19
wiki_link_en,12150977,378142420,ufscc,4,5146.881,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.14:55:34
wiki-links,5710993,130160392,ufscc,4,2553.059,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.14:55:41
wiki_talk_en,2987536,24981163,ufscc,4,283.473,-1,-1,-1,2736716,2735641,992,58,2019-11-05.14:55:43
youtube-links,1138500,4942297,ufscc,4,139.794,-1,-1,-1,613423,602053,8696,1709,2019-11-05.14:55:44
baidu,2141301,17794839,fasttrim,6,31.384,598975,-1,598975,0,0,0,0,2019-11-05.14:55:44
-bakery.6,11845035,40400559,fasttrim,6,120.327,2636196,-1,2636196,0,0,0,0,2019-11-05.14:55:46
-cambridge.6,3354295,9483191,fasttrim,6,32.696,8412,-1,8412,0,0,0,0,2019-11-05.14:55:46
dbpedia,3966925,13820853,fasttrim,6,49.893,1437127,-1,1437127,0,0,0,0,2019-11-05.14:55:47
dbpedia-link,18268993,172183984,fasttrim,6,271.423,8143619,-1,8143619,0,0,0,0,2019-11-05.14:55:53
-leader-filters.7,26302351,91692858,fasttrim,6,282.989,26302351,-1,26302351,0,0,0,0,2019-11-05.14:55:57
livej,4847571,68993773,fasttrim,6,91.055,592952,-1,592952,0,0,0,0,2019-11-05.14:55:59
patent,3774768,16518948,fasttrim,6,273.199,3774768,-1,3774768,0,0,0,0,2019-11-05.14:56:00
pokec,1632804,30622564,fasttrim,6,23.69,212042,-1,212042,0,0,0,0,2019-11-05.14:56:01
random,10000001,100000000,fasttrim,6,256.35,455,-1,455,0,0,0,0,2019-11-05.14:56:05
rmat,9999994,100000000,fasttrim,6,232.6,2203713,-1,2203713,0,0,0,0,2019-11-05.14:56:09
ssca2,1048577,157877986,fasttrim,6,28.343,11,-1,11,0,0,0,0,2019-11-05.14:56:14
wiki_link_en,12150977,378142420,fasttrim,6,224.576,37102,-1,37102,0,0,0,0,2019-11-05.14:56:24
wiki-links,5710993,130160392,fasttrim,6,100.708,7415,-1,7415,0,0,0,0,2019-11-05.14:56:29
wiki_talk_en,2987536,24981163,fasttrim,6,10.256,2611598,-1,2611598,0,0,0,0,2019-11-05.14:56:31
youtube-links,1138500,4942297,fasttrim,6,10.965,600414,-1,600414,0,0,0,0,2019-11-05.14:56:31
baidu,2141301,17794839,trim,6,45.503,598975,9,598975,598975,598975,0,0,2019-11-05.14:56:32
-bakery.6,11845035,40400559,trim,6,973.799,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.14:56:34
-cambridge.6,3354295,9483191,trim,6,314.337,8412,65,8412,8412,8412,0,0,2019-11-05.14:56:35
dbpedia,3966925,13820853,trim,6,714.858,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.14:56:36
dbpedia-link,18268993,172183984,trim,6,238.201,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.14:56:42
-leader-filters.7,26302351,91692858,trim,6,1498.801,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.14:56:47
livej,4847571,68993773,trim,6,141.777,592952,8,592952,592952,592952,0,0,2019-11-05.14:56:49
patent,3774768,16518948,trim,6,137.052,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.14:56:50
pokec,1632804,30622564,trim,6,31.769,212042,5,212042,212042,212042,0,0,2019-11-05.14:56:51
random,10000001,100000000,trim,6,83.177,455,2,455,455,455,0,0,2019-11-05.14:56:55
rmat,9999994,100000000,trim,6,228.562,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.14:56:59
ssca2,1048577,157877986,trim,6,9.882,11,2,11,11,11,0,0,2019-11-05.14:57:03
wiki_link_en,12150977,378142420,trim,6,225.404,37102,4,37102,37102,37102,0,0,2019-11-05.14:57:14
wiki-links,5710993,130160392,trim,6,95.752,7415,4,7415,7415,7415,0,0,2019-11-05.14:57:18
wiki_talk_en,2987536,24981163,trim,6,20.581,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.14:57:20
youtube-links,1138500,4942297,trim,6,10.747,600414,6,600414,600414,600414,0,0,2019-11-05.14:57:20
baidu,2141301,17794839,ufscc,6,218.482,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.14:57:21
-bakery.6,11845035,40400559,ufscc,6,679.981,-1,-1,-1,2636212,2636197,0,0,2019-11-05.14:57:23
-cambridge.6,3354295,9483191,ufscc,6,128.618,-1,-1,-1,8413,8412,0,0,2019-11-05.14:57:24
dbpedia,3966925,13820853,ufscc,6,120.605,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.14:57:25
dbpedia-link,18268993,172183984,ufscc,6,2356.41,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.14:57:34
-leader-filters.7,26302351,91692858,ufscc,6,521.886,-1,-1,-1,26302351,26302351,0,0,2019-11-05.14:57:37
livej,4847571,68993773,ufscc,6,1292.028,-1,-1,-1,971232,947776,16875,3280,2019-11-05.14:57:41
patent,3774768,16518948,ufscc,6,253.175,-1,-1,-1,3774768,3774768,0,0,2019-11-05.14:57:42
pokec,1632804,30622564,ufscc,6,564.47,-1,-1,-1,325893,323799,1904,151,2019-11-05.14:57:43
random,10000001,100000000,ufscc,6,3928.527,-1,-1,-1,877,876,0,0,2019-11-05.14:57:51
rmat,9999994,100000000,ufscc,6,3890.606,-1,-1,-1,2247072,2247071,0,0,2019-11-05.14:57:59
ssca2,1048577,157877986,ufscc,6,617.898,-1,-1,-1,31,29,1,0,2019-11-05.14:58:04
wiki_link_en,12150977,378142420,ufscc,6,3475.085,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.14:58:18
wiki-links,5710993,130160392,ufscc,6,1737.586,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.14:58:23
wiki_talk_en,2987536,24981163,ufscc,6,223.897,-1,-1,-1,2736716,2735641,992,58,2019-11-05.14:58:26
youtube-links,1138500,4942297,ufscc,6,93.233,-1,-1,-1,613423,602053,8696,1709,2019-11-05.14:58:26
baidu,2141301,17794839,fasttrim,8,26.991,598975,-1,598975,0,0,0,0,2019-11-05.14:58:27
-bakery.6,11845035,40400559,fasttrim,8,99.662,2636196,-1,2636196,0,0,0,0,2019-11-05.14:58:28
-cambridge.6,3354295,9483191,fasttrim,8,26.718,8412,-1,8412,0,0,0,0,2019-11-05.14:58:29
dbpedia,3966925,13820853,fasttrim,8,44.764,1437127,-1,1437127,0,0,0,0,2019-11-05.14:58:30
dbpedia-link,18268993,172183984,fasttrim,8,210.74,8143619,-1,8143619,0,0,0,0,2019-11-05.14:58:35
-leader-filters.7,26302351,91692858,fasttrim,8,273.983,26302351,-1,26302351,0,0,0,0,2019-11-05.14:58:39
livej,4847571,68993773,fasttrim,8,71.271,592952,-1,592952,0,0,0,0,2019-11-05.14:58:41
patent,3774768,16518948,fasttrim,8,230.607,3774768,-1,3774768,0,0,0,0,2019-11-05.14:58:42
pokec,1632804,30622564,fasttrim,8,19.228,212042,-1,212042,0,0,0,0,2019-11-05.14:58:43
random,10000001,100000000,fasttrim,8,208.652,455,-1,455,0,0,0,0,2019-11-05.14:58:47
rmat,9999994,100000000,fasttrim,8,189.536,2203713,-1,2203713,0,0,0,0,2019-11-05.14:58:51
ssca2,1048577,157877986,fasttrim,8,23.174,11,-1,11,0,0,0,0,2019-11-05.14:58:55
wiki_link_en,12150977,378142420,fasttrim,8,174.264,37102,-1,37102,0,0,0,0,2019-11-05.14:59:06
wiki-links,5710993,130160392,fasttrim,8,81.054,7415,-1,7415,0,0,0,0,2019-11-05.14:59:10
wiki_talk_en,2987536,24981163,fasttrim,8,9.803,2611598,-1,2611598,0,0,0,0,2019-11-05.14:59:12
youtube-links,1138500,4942297,fasttrim,8,9.428,600414,-1,600414,0,0,0,0,2019-11-05.14:59:12
baidu,2141301,17794839,trim,8,39.568,598975,9,598975,598975,598975,0,0,2019-11-05.14:59:13
-bakery.6,11845035,40400559,trim,8,825.74,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.14:59:15
