model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,maxscc,size1,size2,size3,date
rmat,9999994,100000000,fasttrim,8,200.861000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.17:04:13
ssca2,1048577,157877986,fasttrim,8,25.875000,11,-1,11,0,11,0,0,0,2019-11-08.17:04:18
wiki_link_en,12150977,378142420,fasttrim,8,173.067000,37102,-1,37102,0,37102,0,0,0,2019-11-08.17:04:28
wiki-links,5710993,130160392,fasttrim,8,81.628000,7415,-1,7415,0,7415,0,0,0,2019-11-08.17:04:32
wiki_talk_en,2987536,24981163,fasttrim,8,8.355000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.17:04:35
youtube-links,1138500,4942297,fasttrim,8,9.210000,600414,-1,600414,0,600414,0,0,0,2019-11-08.17:04:35
baidu,2141301,17794839,trim,8,39.332000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.17:04:36
-bakery.6,11845035,40400559,trim,8,846.516000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.17:04:39
-cambridge.6,3354295,9483191,trim,8,278.558000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.17:04:39
dbpedia,3966925,13820853,trim,8,598.418000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.17:04:41
dbpedia-link,18268993,172183984,trim,8,207.291000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.17:04:47
-leader-filters.7,26302351,91692858,trim,8,1358.250000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.17:04:51
livej,4847571,68993773,trim,8,130.842000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.17:04:54
patent,3774768,16518948,trim,8,114.006000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.17:04:55
pokec,1632804,30622564,trim,8,29.917000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.17:04:56
random,10000001,100000000,trim,8,75.713000,455,2,455,455,455,455,0,0,2019-11-08.17:05:00
rmat,9999994,100000000,trim,8,201.693000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.17:05:04
ssca2,1048577,157877986,trim,8,15.278000,11,2,11,11,11,11,0,0,2019-11-08.17:05:09
wiki_link_en,12150977,378142420,trim,8,172.930000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.17:05:19
wiki-links,5710993,130160392,trim,8,81.255000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.17:05:23
wiki_talk_en,2987536,24981163,trim,8,15.589000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.17:05:26
youtube-links,1138500,4942297,trim,8,9.374000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.17:05:26
baidu,2141301,17794839,ufscc,8,183.405000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.17:05:27
-bakery.6,11845035,40400559,ufscc,8,523.786000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.17:05:29
-cambridge.6,3354295,9483191,ufscc,8,110.100000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.17:05:30
dbpedia,3966925,13820853,ufscc,8,97.895000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.17:05:31
dbpedia-link,18268993,172183984,ufscc,8,2131.801000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.17:05:38
-leader-filters.7,26302351,91692858,ufscc,8,454.631000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.17:05:42
livej,4847571,68993773,ufscc,8,1003.619000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.17:05:45
patent,3774768,16518948,ufscc,8,200.061000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.17:05:46
pokec,1632804,30622564,ufscc,8,426.939000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.17:05:48
random,10000001,100000000,ufscc,8,3080.697000,-1,-1,-1,877,-1,876,0,0,2019-11-08.17:05:55
rmat,9999994,100000000,ufscc,8,2880.502000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.17:06:01
ssca2,1048577,157877986,ufscc,8,469.075000,-1,-1,-1,31,-1,29,1,0,2019-11-08.17:06:06
wiki_link_en,12150977,378142420,ufscc,8,2855.784000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.17:06:20
wiki-links,5710993,130160392,ufscc,8,1386.539000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.17:06:26
wiki_talk_en,2987536,24981163,ufscc,8,179.591000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.17:06:29
youtube-links,1138500,4942297,ufscc,8,78.941000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.17:06:29
baidu,2141301,17794839,fasttrim,10,25.266000,598975,-1,598975,0,598975,0,0,0,2019-11-08.17:06:30
-bakery.6,11845035,40400559,fasttrim,10,88.085000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.17:06:32
-cambridge.6,3354295,9483191,fasttrim,10,23.056000,8412,-1,8412,0,8412,0,0,0,2019-11-08.17:06:32
dbpedia,3966925,13820853,fasttrim,10,44.508000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.17:06:33
dbpedia-link,18268993,172183984,fasttrim,10,200.935000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.17:06:39
-leader-filters.7,26302351,91692858,fasttrim,10,240.046000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.17:06:42
livej,4847571,68993773,fasttrim,10,63.594000,592952,-1,592952,0,592952,0,0,0,2019-11-08.17:06:45
patent,3774768,16518948,fasttrim,10,209.821000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.17:06:46
pokec,1632804,30622564,fasttrim,10,16.927000,212042,-1,212042,0,212042,0,0,0,2019-11-08.17:06:47
random,10000001,100000000,fasttrim,10,175.439000,455,-1,455,0,455,0,0,0,2019-11-08.17:06:51
rmat,9999994,100000000,fasttrim,10,158.616000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.17:06:55
ssca2,1048577,157877986,fasttrim,10,19.140000,11,-1,11,0,11,0,0,0,2019-11-08.17:06:59
wiki_link_en,12150977,378142420,fasttrim,10,149.777000,37102,-1,37102,0,37102,0,0,0,2019-11-08.17:07:10
wiki-links,5710993,130160392,fasttrim,10,69.731000,7415,-1,7415,0,7415,0,0,0,2019-11-08.17:07:14
wiki_talk_en,2987536,24981163,fasttrim,10,7.363000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.17:07:17
youtube-links,1138500,4942297,fasttrim,10,8.220000,600414,-1,600414,0,600414,0,0,0,2019-11-08.17:07:17
baidu,2141301,17794839,trim,10,30.609000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.17:07:18
-bakery.6,11845035,40400559,trim,10,714.458000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.17:07:20
-cambridge.6,3354295,9483191,trim,10,221.045000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.17:07:21
dbpedia,3966925,13820853,trim,10,480.182000,1437127,110,1437127,1437127,1437127,1437127,0,0,2019-11-08.17:07:22
dbpedia-link,18268993,172183984,trim,10,164.327000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.17:07:28
-leader-filters.7,26302351,91692858,trim,10,1263.444000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.17:07:32
livej,4847571,68993773,trim,10,100.887000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.17:07:35
patent,3774768,16518948,trim,10,94.234000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.17:07:35
pokec,1632804,30622564,trim,10,21.504000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.17:07:36
random,10000001,100000000,trim,10,56.023000,455,2,455,455,455,455,0,0,2019-11-08.17:07:40
rmat,9999994,100000000,trim,10,156.883000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.17:07:44
ssca2,1048577,157877986,trim,10,6.774000,11,2,11,11,11,11,0,0,2019-11-08.17:07:49
wiki_link_en,12150977,378142420,trim,10,115.879000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.17:07:59
wiki-links,5710993,130160392,trim,10,60.701000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.17:08:04
wiki_talk_en,2987536,24981163,trim,10,13.023000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.17:08:06
youtube-links,1138500,4942297,trim,10,7.488000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.17:08:07
baidu,2141301,17794839,ufscc,10,129.416000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.17:08:07
-bakery.6,11845035,40400559,ufscc,10,516.136000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.17:08:10
-cambridge.6,3354295,9483191,ufscc,10,99.287000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.17:08:10
dbpedia,3966925,13820853,ufscc,10,79.310000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.17:08:11
dbpedia-link,18268993,172183984,ufscc,10,1329.064000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.17:08:18
-leader-filters.7,26302351,91692858,ufscc,10,384.188000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.17:08:21
livej,4847571,68993773,ufscc,10,735.036000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.17:08:24
patent,3774768,16518948,ufscc,10,163.434000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.17:08:25
pokec,1632804,30622564,ufscc,10,360.219000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.17:08:27
random,10000001,100000000,ufscc,10,2373.050000,-1,-1,-1,877,-1,876,0,0,2019-11-08.17:08:33
rmat,9999994,100000000,ufscc,10,2008.364000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.17:08:39
ssca2,1048577,157877986,ufscc,10,377.954000,-1,-1,-1,31,-1,29,1,0,2019-11-08.17:08:43
wiki_link_en,12150977,378142420,ufscc,10,2063.752000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.17:08:56
wiki-links,5710993,130160392,ufscc,10,1036.711000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.17:09:01
wiki_talk_en,2987536,24981163,ufscc,10,149.785000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.17:09:04
youtube-links,1138500,4942297,ufscc,10,63.311000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.17:09:04
baidu,2141301,17794839,fasttrim,12,23.120000,598975,-1,598975,0,598975,0,0,0,2019-11-08.17:09:05
-bakery.6,11845035,40400559,fasttrim,12,77.790000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.17:09:07
-cambridge.6,3354295,9483191,fasttrim,12,20.415000,8412,-1,8412,0,8412,0,0,0,2019-11-08.17:09:07
dbpedia,3966925,13820853,fasttrim,12,44.509000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.17:09:08
dbpedia-link,18268993,172183984,fasttrim,12,174.286000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.17:09:14
-leader-filters.7,26302351,91692858,fasttrim,12,230.238000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.17:09:17
livej,4847571,68993773,fasttrim,12,55.616000,592952,-1,592952,0,592952,0,0,0,2019-11-08.17:09:20
patent,3774768,16518948,fasttrim,12,179.687000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.17:09:21
pokec,1632804,30622564,fasttrim,12,16.223000,212042,-1,212042,0,212042,0,0,0,2019-11-08.17:09:22
random,10000001,100000000,fasttrim,12,152.533000,455,-1,455,0,455,0,0,0,2019-11-08.17:09:26
rmat,9999994,100000000,fasttrim,12,144.694000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.17:09:30
ssca2,1048577,157877986,fasttrim,12,17.113000,11,-1,11,0,11,0,0,0,2019-11-08.17:09:34
wiki_link_en,12150977,378142420,fasttrim,12,131.743000,37102,-1,37102,0,37102,0,0,0,2019-11-08.17:09:45
wiki-links,5710993,130160392,fasttrim,12,61.402000,7415,-1,7415,0,7415,0,0,0,2019-11-08.17:09:49
wiki_talk_en,2987536,24981163,fasttrim,12,6.605000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.17:09:51
youtube-links,1138500,4942297,fasttrim,12,7.334000,600414,-1,600414,0,600414,0,0,0,2019-11-08.17:09:52
baidu,2141301,17794839,trim,12,26.780000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.17:09:52
-bakery.6,11845035,40400559,trim,12,649.106000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.17:09:54
-cambridge.6,3354295,9483191,trim,12,187.981000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.17:09:55
dbpedia,3966925,13820853,trim,12,405.422000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.17:09:56
dbpedia-link,18268993,172183984,trim,12,148.419000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.17:10:02
-leader-filters.7,26302351,91692858,trim,12,1182.392000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.17:10:06
livej,4847571,68993773,trim,12,84.880000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.17:10:09
patent,3774768,16518948,trim,12,84.477000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.17:10:09
pokec,1632804,30622564,trim,12,19.219000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.17:10:10
random,10000001,100000000,trim,12,59.638000,455,2,455,455,455,455,0,0,2019-11-08.17:10:14
rmat,9999994,100000000,trim,12,148.327000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.17:10:19
ssca2,1048577,157877986,trim,12,9.470000,11,2,11,11,11,11,0,0,2019-11-08.17:10:23
wiki_link_en,12150977,378142420,trim,12,107.820000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.17:10:34
wiki-links,5710993,130160392,trim,12,51.623000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.17:10:38
wiki_talk_en,2987536,24981163,trim,12,14.161000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.17:10:40
youtube-links,1138500,4942297,trim,12,6.835000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.17:10:41
baidu,2141301,17794839,ufscc,12,115.971000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.17:10:41
-bakery.6,11845035,40400559,ufscc,12,377.084000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.17:10:43
-cambridge.6,3354295,9483191,ufscc,12,83.207000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.17:10:44
dbpedia,3966925,13820853,ufscc,12,67.467000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.17:10:44
dbpedia-link,18268993,172183984,ufscc,12,1093.828000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.17:10:51
-leader-filters.7,26302351,91692858,ufscc,12,349.948000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.17:10:55
livej,4847571,68993773,ufscc,12,621.401000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.17:10:58
patent,3774768,16518948,ufscc,12,141.476000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.17:10:58
pokec,1632804,30622564,ufscc,12,308.752000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.17:11:00
random,10000001,100000000,ufscc,12,2061.125000,-1,-1,-1,877,-1,876,0,0,2019-11-08.17:11:06
rmat,9999994,100000000,ufscc,12,1772.371000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.17:11:11
ssca2,1048577,157877986,ufscc,12,434.368000,-1,-1,-1,31,-1,29,1,0,2019-11-08.17:11:16
wiki_link_en,12150977,378142420,ufscc,12,1744.047000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.17:11:28
wiki-links,5710993,130160392,ufscc,12,831.808000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.17:11:33
wiki_talk_en,2987536,24981163,ufscc,12,160.632000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.17:11:36
youtube-links,1138500,4942297,ufscc,12,56.456000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.17:11:37
baidu,2141301,17794839,fasttrim,14,22.339000,598975,-1,598975,0,598975,0,0,0,2019-11-08.17:11:37
-bakery.6,11845035,40400559,fasttrim,14,76.829000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.17:11:39
-cambridge.6,3354295,9483191,fasttrim,14,19.823000,8412,-1,8412,0,8412,0,0,0,2019-11-08.17:11:39
dbpedia,3966925,13820853,fasttrim,14,44.390000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.17:11:40
dbpedia-link,18268993,172183984,fasttrim,14,166.039000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.17:11:46
-leader-filters.7,26302351,91692858,fasttrim,14,204.444000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.17:11:49
livej,4847571,68993773,fasttrim,14,50.735000,592952,-1,592952,0,592952,0,0,0,2019-11-08.17:11:52
patent,3774768,16518948,fasttrim,14,178.071000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.17:11:52
pokec,1632804,30622564,fasttrim,14,14.408000,212042,-1,212042,0,212042,0,0,0,2019-11-08.17:11:53
random,10000001,100000000,fasttrim,14,143.089000,455,-1,455,0,455,0,0,0,2019-11-08.17:11:57
rmat,9999994,100000000,fasttrim,14,134.965000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.17:12:01
ssca2,1048577,157877986,fasttrim,14,15.248000,11,-1,11,0,11,0,0,0,2019-11-08.17:12:06
wiki_link_en,12150977,378142420,fasttrim,14,145.995000,37102,-1,37102,0,37102,0,0,0,2019-11-08.17:12:16
wiki-links,5710993,130160392,fasttrim,14,57.493000,7415,-1,7415,0,7415,0,0,0,2019-11-08.17:12:21
wiki_talk_en,2987536,24981163,fasttrim,14,7.110000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.17:12:23
youtube-links,1138500,4942297,fasttrim,14,6.775000,600414,-1,600414,0,600414,0,0,0,2019-11-08.17:12:23
baidu,2141301,17794839,trim,14,26.129000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.17:12:24
-bakery.6,11845035,40400559,trim,14,649.943000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.17:12:26
-cambridge.6,3354295,9483191,trim,14,186.765000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.17:12:27
dbpedia,3966925,13820853,trim,14,381.549000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.17:12:28
dbpedia-link,18268993,172183984,trim,14,138.485000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.17:12:34
-leader-filters.7,26302351,91692858,trim,14,1199.042000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.17:12:38
livej,4847571,68993773,trim,14,85.924000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.17:12:40
patent,3774768,16518948,trim,14,80.215000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.17:12:41
pokec,1632804,30622564,trim,14,19.195000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.17:12:42
random,10000001,100000000,trim,14,46.789000,455,2,455,455,455,455,0,0,2019-11-08.17:12:46
rmat,9999994,100000000,trim,14,135.729000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.17:12:50
ssca2,1048577,157877986,trim,14,12.465000,11,2,11,11,11,11,0,0,2019-11-08.17:12:54
wiki_link_en,12150977,378142420,trim,14,97.636000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.17:13:05
wiki-links,5710993,130160392,trim,14,53.979000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.17:13:09
wiki_talk_en,2987536,24981163,trim,14,11.492000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.17:13:12
youtube-links,1138500,4942297,trim,14,6.658000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.17:13:12
baidu,2141301,17794839,ufscc,14,100.906000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.17:13:13
-bakery.6,11845035,40400559,ufscc,14,372.944000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.17:13:15
-cambridge.6,3354295,9483191,ufscc,14,76.432000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.17:13:16
dbpedia,3966925,13820853,ufscc,14,62.325000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.17:13:16
dbpedia-link,18268993,172183984,ufscc,14,1012.019000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.17:13:23
-leader-filters.7,26302351,91692858,ufscc,14,326.972000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.17:13:27
livej,4847571,68993773,ufscc,14,548.803000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.17:13:29
patent,3774768,16518948,ufscc,14,130.518000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.17:13:30
pokec,1632804,30622564,ufscc,14,266.644000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.17:13:31
random,10000001,100000000,ufscc,14,1738.726000,-1,-1,-1,877,-1,876,0,0,2019-11-08.17:13:37
rmat,9999994,100000000,ufscc,14,1686.968000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.17:13:43
ssca2,1048577,157877986,ufscc,14,333.211000,-1,-1,-1,31,-1,29,1,0,2019-11-08.17:13:48
wiki_link_en,12150977,378142420,ufscc,14,1557.556000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.17:14:00
wiki-links,5710993,130160392,ufscc,14,758.359000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.17:14:05
wiki_talk_en,2987536,24981163,ufscc,14,138.027000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.17:14:07
youtube-links,1138500,4942297,ufscc,14,53.122000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.17:14:08
baidu,2141301,17794839,fasttrim,16,22.107000,598975,-1,598975,0,598975,0,0,0,2019-11-08.17:14:08
-bakery.6,11845035,40400559,fasttrim,16,69.809000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.17:14:10
-cambridge.6,3354295,9483191,fasttrim,16,18.887000,8412,-1,8412,0,8412,0,0,0,2019-11-08.17:14:10
dbpedia,3966925,13820853,fasttrim,16,46.052000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.17:14:11
dbpedia-link,18268993,172183984,fasttrim,16,161.166000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.17:14:17
-leader-filters.7,26302351,91692858,fasttrim,16,188.032000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.17:14:21
livej,4847571,68993773,fasttrim,16,46.907000,592952,-1,592952,0,592952,0,0,0,2019-11-08.17:14:23
patent,3774768,16518948,fasttrim,16,165.125000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.17:14:24
pokec,1632804,30622564,fasttrim,16,14.291000,212042,-1,212042,0,212042,0,0,0,2019-11-08.17:14:25
random,10000001,100000000,fasttrim,16,141.722000,455,-1,455,0,455,0,0,0,2019-11-08.17:14:29
rmat,9999994,100000000,fasttrim,16,124.803000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.17:14:33
ssca2,1048577,157877986,fasttrim,16,13.604000,11,-1,11,0,11,0,0,0,2019-11-08.17:14:37
wiki_link_en,12150977,378142420,fasttrim,16,115.983000,37102,-1,37102,0,37102,0,0,0,2019-11-08.17:14:48
wiki-links,5710993,130160392,fasttrim,16,53.427000,7415,-1,7415,0,7415,0,0,0,2019-11-08.17:14:52
wiki_talk_en,2987536,24981163,fasttrim,16,6.861000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.17:14:55
youtube-links,1138500,4942297,fasttrim,16,6.370000,600414,-1,600414,0,600414,0,0,0,2019-11-08.17:14:55
baidu,2141301,17794839,trim,16,25.720000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.17:14:56
-bakery.6,11845035,40400559,trim,16,637.048000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.17:14:58
-cambridge.6,3354295,9483191,trim,16,184.545000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.17:14:59
dbpedia,3966925,13820853,trim,16,363.974000,1437127,110,1437127,1437127,1437127,1437127,0,0,2019-11-08.17:15:00
dbpedia-link,18268993,172183984,trim,16,134.318000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.17:15:05
-leader-filters.7,26302351,91692858,trim,16,1179.888000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.17:15:10
livej,4847571,68993773,trim,16,91.087000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.17:15:12
patent,3774768,16518948,trim,16,77.582000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.17:15:13
pokec,1632804,30622564,trim,16,19.102000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.17:15:14
random,10000001,100000000,trim,16,54.296000,455,2,455,455,455,455,0,0,2019-11-08.17:15:18
rmat,9999994,100000000,trim,16,144.519000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.17:15:22
ssca2,1048577,157877986,trim,16,9.255000,11,2,11,11,11,11,0,0,2019-11-08.17:15:26
wiki_link_en,12150977,378142420,trim,16,110.529000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.17:15:37
wiki-links,5710993,130160392,trim,16,71.757000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.17:15:41
wiki_talk_en,2987536,24981163,trim,16,13.519000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.17:15:44
youtube-links,1138500,4942297,trim,16,6.404000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.17:15:44
